sensor_id,timestamp,value,unit
pressure_sensor_1,2026-01-11T01:23:28.269573,1005.73,hPa
humidity_sensor_1,2026-01-11T01:23:36.269573,40.77,%
temp_sensor_2,2026-01-11T01:23:44.269573,20.71,C
temp_sensor_2,2026-01-11T01:23:52.269573,18.17,C
temp_sensor_2,2026-01-11T01:24:00.269573,17.83,C
pressure_sensor_1,2026-01-11T01:24:08.269573,1014.84,hPa
pressure_sensor_1,2026-01-11T01:24:16.269573,1016.64,hPa
pressure_sensor_1,2026-01-11T01:24:24.269573,1018.52,hPa
pressure_sensor_1,2026-01-11T01:24:32.269573,1011.67,hPa
temp_sensor_1,2026-01-11T01:24:40.269573,18.0,C
humidity_sensor_1,2026-01-11T01:24:48.269573,115.19,%
pressure_sensor_1,2026-01-11T01:24:56.269573,1012.09,hPa
temp_sensor_2,2026-01-11T01:25:04.269573,20.48,C
pressure_sensor_1,2026-01-11T01:25:12.269573,1023.57,hPa
pressure_sensor_1,2026-01-11T01:25:20.269573,1017.34,hPa
temp_sensor_2,2026-01-11T01:25:28.269573,19.94,C
temp_sensor_1,2026-01-11T01:25:36.269573,16.87,C
temp_sensor_2,2026-01-11T01:25:44.269573,18.53,C
humidity_sensor_1,2026-01-11T01:25:52.269573,45.28,%
temp_sensor_1,2026-01-11T01:26:00.269573,19.57,C
humidity_sensor_1,2026-01-11T01:26:08.269573,43.33,%
temp_sensor_2,2026-01-11T01:26:16.269573,20.19,C
temp_sensor_2,2026-01-11T01:26:24.269573,21.66,C
humidity_sensor_1,2026-01-11T01:26:32.269573,49.49,%
temp_sensor_2,2026-01-11T01:26:40.269573,19.25,C
pressure_sensor_1,2026-01-11T01:26:48.269573,1008.85,hPa
pressure_sensor_1,2026-01-11T01:26:56.269573,1011.61,hPa
temp_sensor_2,2026-01-11T01:27:04.269573,22.97,C
humidity_sensor_1,2026-01-11T01:27:12.269573,51.97,%
temp_sensor_1,2026-01-11T01:27:20.269573,20.5,C
temp_sensor_1,2026-01-11T01:27:28.269573,19.51,C
pressure_sensor_1,2026-01-11T01:27:36.269573,1025.9,hPa
pressure_sensor_1,2026-01-11T01:27:44.269573,1029.24,hPa
pressure_sensor_1,2026-01-11T01:27:52.269573,1018.73,hPa
temp_sensor_2,2026-01-11T01:28:00.269573,20.21,C
temp_sensor_1,2026-01-11T01:28:08.269573,20.75,C
humidity_sensor_1,2026-01-11T01:28:16.269573,132.39,%
humidity_sensor_1,2026-01-11T01:28:24.269573,42.97,%
humidity_sensor_1,2026-01-11T01:28:32.269573,54.89,%
pressure_sensor_1,2026-01-11T01:28:40.269573,1017.63,hPa
humidity_sensor_1,2026-01-11T01:28:48.269573,47.87,%
temp_sensor_2,2026-01-11T01:28:56.269573,17.6,C
temp_sensor_1,2026-01-11T01:29:04.269573,17.05,C
pressure_sensor_1,2026-01-11T01:29:12.269573,1009.6,hPa
temp_sensor_1,2026-01-11T01:29:20.269573,20.97,C
temp_sensor_2,2026-01-11T01:29:28.269573,16.78,C
temp_sensor_1,2026-01-11T01:29:36.269573,17.32,C
temp_sensor_1,2026-01-11T01:29:44.269573,19.78,C
temp_sensor_2,2026-01-11T01:29:52.269573,16.91,C
humidity_sensor_1,2026-01-11T01:30:00.269573,51.77,%
pressure_sensor_1,2026-01-11T01:30:08.269573,1028.12,hPa
temp_sensor_1,2026-01-11T01:30:16.269573,18.18,C
temp_sensor_1,2026-01-11T01:30:24.269573,18.73,C
humidity_sensor_1,2026-01-11T01:30:32.269573,41.09,%
temp_sensor_2,2026-01-11T01:30:40.269573,23.37,C
temp_sensor_1,2026-01-11T01:30:48.269573,17.57,C
temp_sensor_1,2026-01-11T01:30:56.269573,21.62,C
pressure_sensor_1,2026-01-11T01:31:04.269573,1012.76,hPa
pressure_sensor_1,2026-01-11T01:31:12.269573,1025.29,hPa
temp_sensor_1,2026-01-11T01:31:20.269573,24.13,C
humidity_sensor_1,2026-01-11T01:31:28.269573,50.84,%
humidity_sensor_1,2026-01-11T01:31:36.269573,53.46,%
pressure_sensor_1,2026-01-11T01:31:44.269573,1010.49,hPa
humidity_sensor_1,2026-01-11T01:31:52.269573,52.59,%
pressure_sensor_1,2026-01-11T01:32:00.269573,1011.55,hPa
pressure_sensor_1,2026-01-11T01:32:08.269573,1008.05,hPa
temp_sensor_1,2026-01-11T01:32:16.269573,20.7,C
temp_sensor_1,2026-01-11T01:32:24.269573,19.14,C
temp_sensor_1,2026-01-11T01:32:32.269573,17.96,C
humidity_sensor_1,2026-01-11T01:32:40.269573,42.84,%
temp_sensor_1,2026-01-11T01:32:48.269573,19.96,C
pressure_sensor_1,2026-01-11T01:32:56.269573,1024.54,hPa
temp_sensor_1,2026-01-11T01:33:04.269573,24.4,C
temp_sensor_2,2026-01-11T01:33:12.269573,21.13,C
humidity_sensor_1,2026-01-11T01:33:20.269573,55.56,%
temp_sensor_2,2026-01-11T01:33:28.269573,21.53,C
temp_sensor_2,2026-01-11T01:33:36.269573,16.72,C
temp_sensor_2,2026-01-11T01:33:44.269573,21.36,C
temp_sensor_2,2026-01-11T01:33:52.269573,23.8,C
pressure_sensor_1,2026-01-11T01:34:00.269573,1009.13,hPa
temp_sensor_1,2026-01-11T01:34:08.269573,17.12,C
temp_sensor_2,2026-01-11T01:34:16.269573,19.82,C
temp_sensor_1,2026-01-11T01:34:24.269573,20.9,C
humidity_sensor_1,2026-01-11T01:34:32.269573,46.55,%
temp_sensor_1,2026-01-11T01:34:40.269573,22.64,C
temp_sensor_1,2026-01-11T01:34:48.269573,18.55,C
temp_sensor_2,2026-01-11T01:34:56.269573,19.06,C
humidity_sensor_1,2026-01-11T01:35:04.269573,49.37,%
humidity_sensor_1,2026-01-11T01:35:12.269573,53.78,%
temp_sensor_2,2026-01-11T01:35:20.269573,111.11,C
humidity_sensor_1,2026-01-11T01:35:28.269573,53.76,%
pressure_sensor_1,2026-01-11T01:35:36.269573,1011.82,hPa
humidity_sensor_1,2026-01-11T01:35:44.269573,52.65,%
temp_sensor_1,2026-01-11T01:35:52.269573,18.24,C
temp_sensor_1,2026-01-11T01:36:00.269573,23.8,C
temp_sensor_2,2026-01-11T01:36:08.269573,20.59,C
temp_sensor_1,2026-01-11T01:36:16.269573,19.27,C
pressure_sensor_1,2026-01-11T01:36:24.269573,1005.65,hPa
pressure_sensor_1,2026-01-11T01:36:32.269573,1030.24,hPa
temp_sensor_2,2026-01-11T01:36:40.269573,22.12,C
temp_sensor_1,2026-01-11T01:36:48.269573,18.88,C
humidity_sensor_1,2026-01-11T01:36:56.269573,55.15,%
humidity_sensor_1,2026-01-11T01:37:04.269573,50.72,%
pressure_sensor_1,2026-01-11T01:37:12.269573,1033.32,hPa
pressure_sensor_1,2026-01-11T01:37:20.269573,149.97,hPa
temp_sensor_2,2026-01-11T01:37:28.269573,16.8,C
temp_sensor_1,2026-01-11T01:37:36.269573,19.6,C
temp_sensor_1,2026-01-11T01:37:44.269573,20.69,C
temp_sensor_1,2026-01-11T01:37:52.269573,21.14,C
temp_sensor_1,2026-01-11T01:38:00.269573,21.11,C
pressure_sensor_1,2026-01-11T01:38:08.269573,998.57,hPa
pressure_sensor_1,2026-01-11T01:38:16.269573,109.07,hPa
temp_sensor_1,2026-01-11T01:38:24.269573,18.32,C
temp_sensor_1,2026-01-11T01:38:32.269573,14.96,C
humidity_sensor_1,2026-01-11T01:38:40.269573,47.7,%
temp_sensor_1,2026-01-11T01:38:48.269573,19.48,C
pressure_sensor_1,2026-01-11T01:38:56.269573,1001.89,hPa
humidity_sensor_1,2026-01-11T01:39:04.269573,139.75,%
pressure_sensor_1,2026-01-11T01:39:12.269573,995.85,hPa
humidity_sensor_1,2026-01-11T01:39:20.269573,48.5,%
humidity_sensor_1,2026-01-11T01:39:28.269573,46.6,%
humidity_sensor_1,2026-01-11T01:39:36.269573,54.34,%
humidity_sensor_1,2026-01-11T01:39:44.269573,50.62,%
humidity_sensor_1,2026-01-11T01:39:52.269573,54.46,%
temp_sensor_1,2026-01-11T01:40:00.269573,19.06,C
temp_sensor_2,2026-01-11T01:40:08.269573,19.65,C
temp_sensor_1,2026-01-11T01:40:16.269573,20.17,C
pressure_sensor_1,2026-01-11T01:40:24.269573,1001.64,hPa
humidity_sensor_1,2026-01-11T01:40:32.269573,59.21,%
temp_sensor_1,2026-01-11T01:40:40.269573,20.55,C
humidity_sensor_1,2026-01-11T01:40:48.269573,51.27,%
humidity_sensor_1,2026-01-11T01:40:56.269573,47.13,%
temp_sensor_1,2026-01-11T01:41:04.269573,19.75,C
humidity_sensor_1,2026-01-11T01:41:12.269573,52.04,%
pressure_sensor_1,2026-01-11T01:41:20.269573,1012.53,hPa
humidity_sensor_1,2026-01-11T01:41:28.269573,46.1,%
temp_sensor_1,2026-01-11T01:41:36.269573,19.1,C
temp_sensor_2,2026-01-11T01:41:44.269573,18.59,C
pressure_sensor_1,2026-01-11T01:41:52.269573,1003.85,hPa
temp_sensor_1,2026-01-11T01:42:00.269573,21.94,C
temp_sensor_1,2026-01-11T01:42:08.269573,13.4,C
pressure_sensor_1,2026-01-11T01:42:16.269573,1019.89,hPa
temp_sensor_1,2026-01-11T01:42:24.269573,17.79,C
pressure_sensor_1,2026-01-11T01:42:32.269573,1013.39,hPa
pressure_sensor_1,2026-01-11T01:42:40.269573,997.0,hPa
pressure_sensor_1,2026-01-11T01:42:48.269573,1044.16,hPa
pressure_sensor_1,2026-01-11T01:42:56.269573,1014.81,hPa
temp_sensor_1,2026-01-11T01:43:04.269573,21.56,C
temp_sensor_2,2026-01-11T01:43:12.269573,19.21,C
temp_sensor_2,2026-01-11T01:43:20.269573,18.83,C
humidity_sensor_1,2026-01-11T01:43:28.269573,44.7,%
temp_sensor_1,2026-01-11T01:43:36.269573,17.41,C
pressure_sensor_1,2026-01-11T01:43:44.269573,1007.42,hPa
temp_sensor_2,2026-01-11T01:43:52.269573,17.43,C
temp_sensor_1,2026-01-11T01:44:00.269573,21.95,C
pressure_sensor_1,2026-01-11T01:44:08.269573,1020.34,hPa
temp_sensor_2,2026-01-11T01:44:16.269573,19.24,C
temp_sensor_2,2026-01-11T01:44:24.269573,19.41,C
temp_sensor_1,2026-01-11T01:44:32.269573,18.74,C
pressure_sensor_1,2026-01-11T01:44:40.269573,993.38,hPa
humidity_sensor_1,2026-01-11T01:44:48.269573,47.51,%
humidity_sensor_1,2026-01-11T01:44:56.269573,46.53,%
temp_sensor_2,2026-01-11T01:45:04.269573,18.05,C
temp_sensor_2,2026-01-11T01:45:12.269573,19.52,C
pressure_sensor_1,2026-01-11T01:45:20.269573,1020.25,hPa
pressure_sensor_1,2026-01-11T01:45:28.269573,1009.56,hPa
temp_sensor_1,2026-01-11T01:45:36.269573,18.26,C
humidity_sensor_1,2026-01-11T01:45:44.269573,48.63,%
temp_sensor_2,2026-01-11T01:45:52.269573,22.44,C
temp_sensor_1,2026-01-11T01:46:00.269573,17.83,C
humidity_sensor_1,2026-01-11T01:46:08.269573,47.62,%
pressure_sensor_1,2026-01-11T01:46:16.269573,1014.03,hPa
pressure_sensor_1,2026-01-11T01:46:24.269573,1000.26,hPa
temp_sensor_2,2026-01-11T01:46:32.269573,23.6,C
pressure_sensor_1,2026-01-11T01:46:40.269573,1015.66,hPa
pressure_sensor_1,2026-01-11T01:46:48.269573,1006.23,hPa
temp_sensor_1,2026-01-11T01:46:56.269573,23.77,C
pressure_sensor_1,2026-01-11T01:47:04.269573,1009.08,hPa
temp_sensor_1,2026-01-11T01:47:12.269573,21.02,C
pressure_sensor_1,2026-01-11T01:47:20.269573,1008.19,hPa
temp_sensor_1,2026-01-11T01:47:28.269573,23.07,C
humidity_sensor_1,2026-01-11T01:47:36.269573,50.5,%
humidity_sensor_1,2026-01-11T01:47:44.269573,49.93,%
temp_sensor_1,2026-01-11T01:47:52.269573,21.25,C
humidity_sensor_1,2026-01-11T01:48:00.269573,52.59,%
temp_sensor_1,2026-01-11T01:48:08.269573,19.29,C
temp_sensor_2,2026-01-11T01:48:16.269573,21.82,C
temp_sensor_1,2026-01-11T01:48:24.269573,17.33,C
temp_sensor_2,2026-01-11T01:48:32.269573,17.75,C
temp_sensor_2,2026-01-11T01:48:40.269573,22.22,C
humidity_sensor_1,2026-01-11T01:48:48.269573,52.43,%
temp_sensor_2,2026-01-11T01:48:56.269573,20.15,C
temp_sensor_1,2026-01-11T01:49:04.269573,16.95,C
humidity_sensor_1,2026-01-11T01:49:12.269573,56.23,%
humidity_sensor_1,2026-01-11T01:49:20.269573,49.75,%
temp_sensor_2,2026-01-11T01:49:28.269573,24.5,C
pressure_sensor_1,2026-01-11T01:49:36.269573,1024.26,hPa
temp_sensor_1,2026-01-11T01:49:44.269573,20.89,C
pressure_sensor_1,2026-01-11T01:49:52.269573,1008.54,hPa
temp_sensor_1,2026-01-11T01:50:00.269573,19.79,C
humidity_sensor_1,2026-01-11T01:50:08.269573,53.58,%
temp_sensor_2,2026-01-11T01:50:16.269573,19.07,C
temp_sensor_1,2026-01-11T01:50:24.269573,114.34,C
humidity_sensor_1,2026-01-11T01:50:32.269573,51.55,%
pressure_sensor_1,2026-01-11T01:50:40.269573,1017.65,hPa
temp_sensor_2,2026-01-11T01:50:48.269573,20.02,C
pressure_sensor_1,2026-01-11T01:50:56.269573,1015.43,hPa
pressure_sensor_1,2026-01-11T01:51:04.269573,1016.69,hPa
temp_sensor_1,2026-01-11T01:51:12.269573,18.88,C
pressure_sensor_1,2026-01-11T01:51:20.269573,1001.31,hPa
pressure_sensor_1,2026-01-11T01:51:28.269573,1009.59,hPa
pressure_sensor_1,2026-01-11T01:51:36.269573,1004.23,hPa
temp_sensor_2,2026-01-11T01:51:44.269573,20.98,C
humidity_sensor_1,2026-01-11T01:51:52.269573,56.97,%
humidity_sensor_1,2026-01-11T01:52:00.269573,45.29,%
temp_sensor_1,2026-01-11T01:52:08.269573,19.36,C
pressure_sensor_1,2026-01-11T01:52:16.269573,1012.29,hPa
humidity_sensor_1,2026-01-11T01:52:24.269573,47.03,%
pressure_sensor_1,2026-01-11T01:52:32.269573,1030.67,hPa
temp_sensor_2,2026-01-11T01:52:40.269573,22.27,C
pressure_sensor_1,2026-01-11T01:52:48.269573,999.42,hPa
temp_sensor_1,2026-01-11T01:52:56.269573,20.69,C
temp_sensor_1,2026-01-11T01:53:04.269573,21.07,C
temp_sensor_2,2026-01-11T01:53:12.269573,22.26,C
temp_sensor_2,2026-01-11T01:53:20.269573,21.42,C
humidity_sensor_1,2026-01-11T01:53:28.269573,43.25,%
pressure_sensor_1,2026-01-11T01:53:36.269573,1018.14,hPa
pressure_sensor_1,2026-01-11T01:53:44.269573,1012.57,hPa
temp_sensor_2,2026-01-11T01:53:52.269573,23.41,C
humidity_sensor_1,2026-01-11T01:54:00.269573,57.97,%
temp_sensor_2,2026-01-11T01:54:08.269573,18.13,C
pressure_sensor_1,2026-01-11T01:54:16.269573,103.21,hPa
temp_sensor_1,2026-01-11T01:54:24.269573,19.2,C
temp_sensor_1,2026-01-11T01:54:32.269573,21.13,C
temp_sensor_2,2026-01-11T01:54:40.269573,143.94,C
pressure_sensor_1,2026-01-11T01:54:48.269573,1000.82,hPa
pressure_sensor_1,2026-01-11T01:54:56.269573,999.35,hPa
temp_sensor_1,2026-01-11T01:55:04.269573,20.33,C
temp_sensor_1,2026-01-11T01:55:12.269573,20.57,C
temp_sensor_2,2026-01-11T01:55:20.269573,21.84,C
temp_sensor_1,2026-01-11T01:55:28.269573,20.25,C
temp_sensor_2,2026-01-11T01:55:36.269573,17.1,C
pressure_sensor_1,2026-01-11T01:55:44.269573,1011.73,hPa
temp_sensor_2,2026-01-11T01:55:52.269573,22.15,C
humidity_sensor_1,2026-01-11T01:56:00.269573,57.4,%
temp_sensor_2,2026-01-11T01:56:08.269573,17.37,C
humidity_sensor_1,2026-01-11T01:56:16.269573,49.56,%
temp_sensor_1,2026-01-11T01:56:24.269573,18.43,C
temp_sensor_1,2026-01-11T01:56:32.269573,22.63,C
humidity_sensor_1,2026-01-11T01:56:40.269573,43.34,%
temp_sensor_1,2026-01-11T01:56:48.269573,22.19,C
temp_sensor_1,2026-01-11T01:56:56.269573,126.49,C
temp_sensor_2,2026-01-11T01:57:04.269573,21.79,C
pressure_sensor_1,2026-01-11T01:57:12.269573,1005.56,hPa
humidity_sensor_1,2026-01-11T01:57:20.269573,47.46,%
pressure_sensor_1,2026-01-11T01:57:28.269573,996.65,hPa
humidity_sensor_1,2026-01-11T01:57:36.269573,40.92,%
humidity_sensor_1,2026-01-11T01:57:44.269573,45.26,%
temp_sensor_1,2026-01-11T01:57:52.269573,17.37,C
pressure_sensor_1,2026-01-11T01:58:00.269573,1009.82,hPa
temp_sensor_1,2026-01-11T01:58:08.269573,18.25,C
humidity_sensor_1,2026-01-11T01:58:16.269573,44.91,%
pressure_sensor_1,2026-01-11T01:58:24.269573,1005.69,hPa
pressure_sensor_1,2026-01-11T01:58:32.269573,117.01,hPa
humidity_sensor_1,2026-01-11T01:58:40.269573,47.26,%
temp_sensor_1,2026-01-11T01:58:48.269573,15.49,C
temp_sensor_2,2026-01-11T01:58:56.269573,18.36,C
temp_sensor_1,2026-01-11T01:59:04.269573,128.49,C
temp_sensor_1,2026-01-11T01:59:12.269573,25.62,C
humidity_sensor_1,2026-01-11T01:59:20.269573,38.63,%
temp_sensor_2,2026-01-11T01:59:28.269573,17.66,C
pressure_sensor_1,2026-01-11T01:59:36.269573,1024.74,hPa
temp_sensor_2,2026-01-11T01:59:44.269573,18.95,C
temp_sensor_2,2026-01-11T01:59:52.269573,18.27,C
temp_sensor_1,2026-01-11T02:00:00.269573,20.4,C
pressure_sensor_1,2026-01-11T02:00:08.269573,1031.8,hPa
temp_sensor_2,2026-01-11T02:00:16.269573,18.88,C
humidity_sensor_1,2026-01-11T02:00:24.269573,47.93,%
temp_sensor_1,2026-01-11T02:00:32.269573,20.32,C
temp_sensor_1,2026-01-11T02:00:40.269573,21.36,C
humidity_sensor_1,2026-01-11T02:00:48.269573,50.09,%
humidity_sensor_1,2026-01-11T02:00:56.269573,53.76,%
temp_sensor_1,2026-01-11T02:01:04.269573,17.68,C
temp_sensor_2,2026-01-11T02:01:12.269573,20.96,C
humidity_sensor_1,2026-01-11T02:01:20.269573,55.13,%
pressure_sensor_1,2026-01-11T02:01:28.269573,1007.79,hPa
pressure_sensor_1,2026-01-11T02:01:36.269573,1003.1,hPa
temp_sensor_1,2026-01-11T02:01:44.269573,16.85,C
temp_sensor_2,2026-01-11T02:01:52.269573,19.45,C
temp_sensor_1,2026-01-11T02:02:00.269573,20.93,C
humidity_sensor_1,2026-01-11T02:02:08.269573,52.16,%
pressure_sensor_1,2026-01-11T02:02:16.269573,1017.58,hPa
temp_sensor_2,2026-01-11T02:02:24.269573,18.14,C
humidity_sensor_1,2026-01-11T02:02:32.269573,51.32,%
humidity_sensor_1,2026-01-11T02:02:40.269573,39.99,%
temp_sensor_2,2026-01-11T02:02:48.269573,19.54,C
pressure_sensor_1,2026-01-11T02:02:56.269573,1008.4,hPa
pressure_sensor_1,2026-01-11T02:03:04.269573,1017.36,hPa
humidity_sensor_1,2026-01-11T02:03:12.269573,44.1,%
pressure_sensor_1,2026-01-11T02:03:20.269573,1014.43,hPa
humidity_sensor_1,2026-01-11T02:03:28.269573,44.09,%
humidity_sensor_1,2026-01-11T02:03:36.269573,50.04,%
pressure_sensor_1,2026-01-11T02:03:44.269573,1017.89,hPa
pressure_sensor_1,2026-01-11T02:03:52.269573,112.9,hPa
pressure_sensor_1,2026-01-11T02:04:00.269573,1018.19,hPa
pressure_sensor_1,2026-01-11T02:04:08.269573,110.17,hPa
humidity_sensor_1,2026-01-11T02:04:16.269573,53.91,%
humidity_sensor_1,2026-01-11T02:04:24.269573,40.21,%
pressure_sensor_1,2026-01-11T02:04:32.269573,1029.94,hPa
temp_sensor_1,2026-01-11T02:04:40.269573,18.19,C
temp_sensor_1,2026-01-11T02:04:48.269573,19.18,C
temp_sensor_1,2026-01-11T02:04:56.269573,19.02,C
pressure_sensor_1,2026-01-11T02:05:04.269573,1012.52,hPa
humidity_sensor_1,2026-01-11T02:05:12.269573,56.88,%
temp_sensor_1,2026-01-11T02:05:20.269573,20.32,C
humidity_sensor_1,2026-01-11T02:05:28.269573,52.47,%
pressure_sensor_1,2026-01-11T02:05:36.269573,998.2,hPa
temp_sensor_1,2026-01-11T02:05:44.269573,21.0,C
temp_sensor_1,2026-01-11T02:05:52.269573,19.9,C
pressure_sensor_1,2026-01-11T02:06:00.269573,1022.17,hPa
temp_sensor_1,2026-01-11T02:06:08.269573,20.87,C
temp_sensor_2,2026-01-11T02:06:16.269573,15.62,C
humidity_sensor_1,2026-01-11T02:06:24.269573,42.62,%
temp_sensor_2,2026-01-11T02:06:32.269573,24.52,C
humidity_sensor_1,2026-01-11T02:06:40.269573,54.76,%
humidity_sensor_1,2026-01-11T02:06:48.269573,51.59,%
humidity_sensor_1,2026-01-11T02:06:56.269573,45.84,%
temp_sensor_2,2026-01-11T02:07:04.269573,21.18,C
temp_sensor_2,2026-01-11T02:07:12.269573,18.97,C
temp_sensor_1,2026-01-11T02:07:20.269573,19.88,C
temp_sensor_1,2026-01-11T02:07:28.269573,18.55,C
temp_sensor_2,2026-01-11T02:07:36.269573,23.01,C
temp_sensor_1,2026-01-11T02:07:44.269573,20.86,C
humidity_sensor_1,2026-01-11T02:07:52.269573,56.28,%
temp_sensor_1,2026-01-11T02:08:00.269573,21.31,C
temp_sensor_2,2026-01-11T02:08:08.269573,21.09,C
pressure_sensor_1,2026-01-11T02:08:16.269573,995.98,hPa
temp_sensor_1,2026-01-11T02:08:24.269573,103.52,C
humidity_sensor_1,2026-01-11T02:08:32.269573,104.37,%
pressure_sensor_1,2026-01-11T02:08:40.269573,103.61,hPa
temp_sensor_2,2026-01-11T02:08:48.269573,19.08,C
humidity_sensor_1,2026-01-11T02:08:56.269573,50.31,%
temp_sensor_1,2026-01-11T02:09:04.269573,19.38,C
temp_sensor_1,2026-01-11T02:09:12.269573,24.21,C
humidity_sensor_1,2026-01-11T02:09:20.269573,51.61,%
pressure_sensor_1,2026-01-11T02:09:28.269573,1012.83,hPa
temp_sensor_2,2026-01-11T02:09:36.269573,21.41,C
humidity_sensor_1,2026-01-11T02:09:44.269573,56.44,%
humidity_sensor_1,2026-01-11T02:09:52.269573,45.21,%
pressure_sensor_1,2026-01-11T02:10:00.269573,1020.65,hPa
temp_sensor_1,2026-01-11T02:10:08.269573,22.28,C
temp_sensor_1,2026-01-11T02:10:16.269573,18.67,C
temp_sensor_2,2026-01-11T02:10:24.269573,20.06,C
humidity_sensor_1,2026-01-11T02:10:32.269573,47.74,%
pressure_sensor_1,2026-01-11T02:10:40.269573,1006.66,hPa
temp_sensor_1,2026-01-11T02:10:48.269573,16.55,C
temp_sensor_2,2026-01-11T02:10:56.269573,19.48,C
humidity_sensor_1,2026-01-11T02:11:04.269573,53.04,%
pressure_sensor_1,2026-01-11T02:11:12.269573,1013.1,hPa
temp_sensor_1,2026-01-11T02:11:20.269573,21.99,C
humidity_sensor_1,2026-01-11T02:11:28.269573,133.88,%
temp_sensor_1,2026-01-11T02:11:36.269573,20.21,C
temp_sensor_1,2026-01-11T02:11:44.269573,21.15,C
pressure_sensor_1,2026-01-11T02:11:52.269573,1006.14,hPa
humidity_sensor_1,2026-01-11T02:12:00.269573,46.47,%
humidity_sensor_1,2026-01-11T02:12:08.269573,50.94,%
temp_sensor_2,2026-01-11T02:12:16.269573,21.86,C
temp_sensor_1,2026-01-11T02:12:24.269573,18.29,C
pressure_sensor_1,2026-01-11T02:12:32.269573,1006.79,hPa
temp_sensor_2,2026-01-11T02:12:40.269573,20.79,C
temp_sensor_1,2026-01-11T02:12:48.269573,22.55,C
temp_sensor_2,2026-01-11T02:12:56.269573,19.18,C
humidity_sensor_1,2026-01-11T02:13:04.269573,51.05,%
humidity_sensor_1,2026-01-11T02:13:12.269573,44.65,%
temp_sensor_1,2026-01-11T02:13:20.269573,17.3,C
temp_sensor_1,2026-01-11T02:13:28.269573,19.67,C
humidity_sensor_1,2026-01-11T02:13:36.269573,53.84,%
temp_sensor_1,2026-01-11T02:13:44.269573,17.48,C
pressure_sensor_1,2026-01-11T02:13:52.269573,1022.99,hPa
temp_sensor_2,2026-01-11T02:14:00.269573,17.89,C
temp_sensor_2,2026-01-11T02:14:08.269573,21.24,C
temp_sensor_2,2026-01-11T02:14:16.269573,19.66,C
temp_sensor_1,2026-01-11T02:14:24.269573,16.58,C
pressure_sensor_1,2026-01-11T02:14:32.269573,999.58,hPa
